OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน
773,ชุมชนธนินธร 2,1036,103605,5,13.94013497,100.6095055,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
1561,ชุมชนหรรษา 79,1023,102302,5,13.69943211,100.3503966,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง
1718,ชุมชนร่วมใจรักคลองเปรมประชากร,1036,103602,1,13.94455663,100.6065191,เขตดอนเมือง,แขวงสีกัน,ชุมชนแออัด
236,ชุมชนวัดดงมูลเหล็ก,1020,102005,1,13.75224867,100.4756631,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,ชุมชนแออัด
239,ชุมชนเหนือวัดสีหไกรสร,1020,102005,1,13.75520748,100.4797044,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,ชุมชนแออัด
504,ชุมชนหมู่บ้านรามอินทรา 67,1005,100502,5,13.84803612,100.6518203,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
472,ชุมชนสุขสันต์พัฒนา,1005,100502,5,13.87391367,100.5933104,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
492,ชุมชนหมู่บ้านอนันต์สุขสันต์,1005,100508,5,13.87410228,100.6141652,เขตบางเขน,แขวงท่าแร้ง,ชุมชนเมือง
493,ชุมชนหมู่บ้านไปรษณีย์นิเวศน์,1005,100502,5,13.87741983,100.6154927,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1971,ชุมชนธาราทิพย์พัฒนา,1042,104203,5,13.9042603,100.6298357,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
494,ชุมชนหมู่บ้านเฉลิมสุขนิเวศน์,1005,100502,5,13.86770858,100.6119099,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
476,ชุมชนอุทิศอนุสรณ์,1005,100502,5,13.87149751,100.5965043,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
469,ชุมชนสามัคคีร่วมใจ,1005,100502,5,13.86004597,100.5866473,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
497,ชุมชนหมู่บ้านปั้นทอง 3,1005,100502,5,13.87038695,100.6059796,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
498,ชุมชนหมู่บ้านสดใส,1005,100502,5,13.88363729,100.5950515,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
499,ชุมชนหมู่บ้านสินทรัพย์นคร,1005,100502,5,13.89007069,100.6091869,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
478,ชุมชนหมู่บ้านฝนทองนิเวศน์,1005,100502,5,13.88149276,100.6050661,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
502,ชุมชนทิมเรืองเวช,1005,100502,5,13.87916908,100.6079182,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
2002,ชุมชนหมู่บ้านทับแก้วสามัคคี,1036,103604,5,13.92493907,100.5918549,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
2003,ชุมชนหมู่บ้านจิตภาวรรณ 2-3,1042,104203,5,13.90183434,100.6167815,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
1733,ชุมชนไทยเทยิ่น,1036,103605,5,13.9377888,100.6184566,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
774,ชุมชนศุภลักษณ์,1036,103605,5,13.94608841,100.6168024,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
1562,ชุมชนเทพประทาน,1036,103604,5,13.91691042,100.5684624,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
1731,ชุมชนปิ่นทอง,1036,103604,5,13.92164875,100.5807649,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
606,ชุมชนเพชรเกษม 44,1022,102201,5,13.71874549,100.4501743,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง
609,ชุมชนวิจิตรสัมพันธ์,1022,102207,5,13.73951194,100.460483,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง
610,ชุมชนวิจิตรสามัคคี,1022,102207,5,13.73983264,100.4612802,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง
777,ชุมชนเจษฎา 1,1036,103605,5,13.9324607,100.6231668,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
808,ชุมชนบัณฑิตโฮม,1036,103605,5,13.93753464,100.6131707,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
838,ชุมชนรัชดาประชาชื่น,1030,103001,5,13.83069652,100.5484298,เขตจตุจักร,แขวงลาดยาว,ชุมชนเมือง
840,ชุมชนสวนผัก,1030,103005,5,13.82716165,100.5485174,เขตจตุจักร,แขวงจตุจักร,ชุมชนเมือง
841,ชุมชนนครหลวง,1030,103003,5,13.83048353,100.5803972,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนเมือง
842,ชุมชนหมู่บ้านอยู่เจริญพัฒนา,1030,103004,5,13.80447149,100.5687436,เขตจตุจักร,แขวงจอมพล,ชุมชนเมือง
848,ชุมชนหมู่บ้านรุ่งเจริญ,1030,103003,5,13.81244497,100.5798686,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนเมือง
1967,ชุมชนหมู่บ้านเจริญสุข,1036,103602,5,13.91687908,100.5691192,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
329,ชุมชนสวนสมเด็จย่า,1018,101801,5,13.73700923,100.4979728,เขตคลองสาน,แขวงสมเด็จเจ้าพระยา,ชุมชนเมือง
330,ชุมชนซอยท่าดินแดง 14-16,1018,101802,5,13.73549452,100.5047595,เขตคลองสาน,แขวงคลองสาน,ชุมชนเมือง
133,ชุมชนซอยวัดมหาพฤฒาราม (ซอยแก้วฟ้า),1004,100401,5,13.73401056,100.5168169,เขตบางรัก,แขวงมหาพฤฒาราม,ชุมชนเมือง
134,ชุมชนหลังวัดแก้วแจ้มฟ้า (สี่พระยา),1004,100401,5,13.73196416,100.5188565,เขตบางรัก,แขวงมหาพฤฒาราม,ชุมชนเมือง
338,ชุมชนหลังโรงภาพยนตร์ไทยราม่า,1018,101804,5,13.7243103,100.4932505,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนเมือง
772,ชุมชนอยู่เจริญ-วิภาวดี,1036,103605,5,13.94405246,100.6130494,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
771,ชุมชนวังทอง,1036,103605,5,13.95303569,100.6146203,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
272,ชุมชนวัดจำปา,1019,101905,2,13.77380646,100.4346151,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง
273,ชุมชนหมู่บ้านพัฒนา หมู่ 4 บางระมาด,1019,101905,2,13.77111878,100.4273387,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง
275,"ชุมชนหมู่บ้านพัฒนาวัดกาญจนสิงหาสน์ 18,19",1019,101905,2,13.75804818,100.4473551,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง
825,ชุมชนบูรพา 18,1036,103604,5,13.91866195,100.5687796,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
824,ชุมชนบูรพา 16,1036,103604,5,13.92134039,100.5711389,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
875,ชุมชนหมู่บ้านร่มไทรวิลล่า,1027,102701,5,13.82314038,100.6360775,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
877,ชุมชนหมู่บ้านสราญรมย์,1027,102701,5,13.81499568,100.6442988,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
246,ชุมชนซอยสุดสาคร,1020,102005,1,13.75647882,100.47421,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,ชุมชนแออัด
276,ชุมชนหมู่ 6 บางระมาด,1019,101905,2,13.77505368,100.4315522,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง
277,"ชุมชนหมู่ 1,3 บางพรม",1019,101904,2,13.74462411,100.4566123,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง
279,ชุมชนศาลเจ้าพ่อจุ้ย,1019,101902,2,13.78204521,100.4555399,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนชานเมือง
280,ชุมชนศาลาหลังบ้าน,1019,101904,2,13.75707365,100.4501326,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง
278,ชุมชนวัดเกาะ,1019,101907,2,13.74287379,100.4529766,เขตตลิ่งชัน,แขวงบางเชือกหนัง,ชุมชนชานเมือง
283,ชุมชนวัดปากน้ำฝั่งเหนือ,1019,101901,2,13.74665189,100.4607029,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนชานเมือง
284,ชุมชนวัดเพลงกลางสวน,1019,101904,2,13.75291699,100.440619,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง
285,ชุมชนวัดสมรโกฏิ-บางระจัน,1019,101903,2,13.77381023,100.4447885,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนชานเมือง
686,ชุมชนคลองรางยายเพียร,1021,102105,2,13.59376097,100.4333675,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
130,ชุมชนตลาดสดเพชรพลอย,1004,100405,5,13.72811627,100.5198581,เขตบางรัก,แขวงสี่พระยา,ชุมชนเมือง
68,ชุมชนหมู่บ้านสุขใจ,1009,100905,5,13.68743824,100.6280538,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง
346,ชุมชนซอยราษฎร์ร่วมเจริญ,1018,101804,5,13.72209942,100.5045447,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนเมือง
359,ชุมชนฟื้นนครร่มเกล้า ระยะ 2 โซน 9,1011,101102,5,13.75972918,100.7318133,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
360,ชุมชนฟื้นนครร่มเกล้า ระยะ 4 โซน 10,1011,101102,5,13.76319637,100.7284637,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
362,ชุมชนมิตรสามัคคีฟื้นนครร่มเกล้าระยะ 5 โซน 11,1011,101102,5,13.76948709,100.7348997,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
366,ชุมชนหลังวัดลานบุญ,1011,101101,5,13.72793717,100.7219921,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
369,ชุมชนวัดสังฆราชา,1011,101101,5,13.72536878,100.7376813,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
370,ชุมชนหมู่บ้านพัฒนาทิพพาวาส,1011,101101,5,13.72554405,100.7487031,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
371,ชุมชนหมู่บ้านเคหะนคร 2,1011,101101,5,13.71834262,100.7522183,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
372,ชุมชนร่วมใจพัฒนา,1011,101101,5,13.72587776,100.7564439,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
374,ชุมชนมิตรปลูกศรัทธา,1011,101101,5,13.72473071,100.7689904,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
812,ชุมชนบูรพา 7,1036,103604,5,13.92239897,100.5681755,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
376,ชุมชนวัดพลมานีย์,1011,101105,5,13.71730265,100.8198089,เขตลาดกระบัง,แขวงทับยาว,ชุมชนเมือง
878,ชุมชนหมู่บ้านธนะสิน โครงการ 1,1027,102701,5,13.80614645,100.6524128,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
260,ชุมชนหมู่บ้านพัฒนา หมู่ 7 ฉิมพลี,1019,101903,2,13.79411893,100.4126887,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนชานเมือง
363,ชุมชนน่าฟีอะฮ์ (ลำนายโส),1011,101102,2,13.77394383,100.7296524,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง
364,ชุมชนจิตรา,1011,101102,2,13.731661,100.7232952,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง
365,ชุมชนร่มเกล้า 1,1011,101102,2,13.73091873,100.7286245,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง
373,ชุมชนศิลาภิรัตน์อุปถัมภ์,1011,101103,2,13.73073236,100.7473917,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง
377,ชุมชนวัดราชโกษา,1011,101106,2,13.69845994,100.8476081,เขตลาดกระบัง,แขวงขุมทอง,ชุมชนชานเมือง
378,ชุมชนดารุลมุกีมอุปถัมภ์,1011,101106,2,13.70705425,100.8428775,เขตลาดกระบัง,แขวงขุมทอง,ชุมชนชานเมือง
194,ชุมชนหมู่บ้านศรัณจิต 2,1009,100905,5,13.68931846,100.6321527,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง
383,ชุมชนหมู่บ้านทิวไผ่พัฒนา,1011,101104,5,13.76698978,100.8044455,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนเมือง
384,ชุมชนมิตรสัมพันธ์ หมู่ 9 (ลำปลาทิว),1011,101104,5,13.76556995,100.803325,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนเมือง
1549,ชุมชนพล ปตอ. พื้นที่เกียกกาย,1002,100206,5,13.79929516,100.5237215,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง
389,ชุมชนหมู่บ้านสมนึก,1011,101101,5,13.72271452,100.7385309,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
392,ชุมชนเคหะชุมชนร่มเกล้า โซน 6,1011,101102,5,13.76389262,100.7361345,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
393,ชุมชนเคหะชุมชนร่มเกล้า โซน 5,1011,101102,5,13.76458752,100.7350023,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
395,ชุมชนเคหะชุมชนร่มเกล้า โซน 3,1011,101102,5,13.76695218,100.7316353,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
396,ชุมชนเคหะชุมชนร่มเกล้า โซนหลังคาแดง,1011,101102,5,13.76789688,100.7296819,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
724,ชุมชนวัดปรก,1028,102801,5,13.71210227,100.5221866,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
390,ชุมชนเคหะชุมชนร่มเกล้าแฟลตคลองสองต้นนุ่น (แฟลต 11 หลัง),1011,101102,6,13.77204028,100.7355659,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนอาคารสูง
379,ชุมชนเลียบคลองมอญ,1011,101105,2,13.73240253,100.8152842,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง
382,ชุมชนสุทธาวาส,1011,101105,2,13.73849071,100.8034413,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง
385,ชุมชนหมู่บ้านพัฒนาหมู่ 12 (ลำพะอง),1011,101104,2,13.75225785,100.8301476,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนชานเมือง
386,ชุมชนหมู่บ้านพัฒนาหมู่ 13 (ลำคูเวียง),1011,101104,2,13.75805504,100.8296379,เขตลาดกระบัง,แขวงลำปลาทิว,ชุมชนชานเมือง
409,ชุมชนลำนายโส,1010,101001,2,13.78328758,100.7196319,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนชานเมือง
410,ชุมชนวังทองพัฒนา,1010,101001,2,13.79160977,100.7276924,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนชานเมือง
411,ชุมชนหมู่บ้านสินธานี 2,1010,101001,5,13.81568245,100.7091589,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
412,ชุมชนหมู่บ้านปรีชา 11,1010,101001,5,13.81349553,100.7129905,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
413,ชุมชนหมู่บ้านธรากร,1010,101001,5,13.8043221,100.7219409,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
417,ชุมชนหมู่บ้านพนาสนธิ์วิลล่า 3,1010,101001,5,13.83402935,100.735081,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
419,ชุมชนอนันตสามัคคี,1010,101002,5,13.81192896,100.7769804,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนเมือง
457,ชุมชนหมู่บ้านพัฒนา หมู่ 8,1006,100601,5,13.80337269,100.6169238,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
423,ชุมชนบางชันพัฒนา,1010,101001,5,13.80554129,100.7026387,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
427,ชุมชนบ้านคูคตพัฒนา,1010,101001,5,13.82016072,100.7072585,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
429,ชุมชนหมู่บ้านรุ่งนภาเพลส,1010,101001,5,13.77776973,100.745919,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
432,ชุมชนบัวขาวฝั่งใน,1010,101001,5,13.78253864,100.7233255,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
1969,ชุมชนมารวย 1,1042,104201,5,13.90820783,100.6450106,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
434,ชุมชนหมู่บ้านมีนบุรีการ์เด้นท์โฮม,1010,101002,5,13.82797899,100.7884324,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนเมือง
438,ชุมชนหมู่บ้านร่วมสุข 2,1010,101001,5,13.82285748,100.7235939,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
437,ชุมชนเคหะชุมชนบางชัน,1010,101001,6,13.80497186,100.7091456,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนอาคารสูง
416,ชุมชนอับดุลรอมาน,1010,101002,2,13.81628221,100.7774204,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
262,ชุมชนริมทางรถไฟชัยพฤกษ์,1019,101902,2,13.78716184,100.4585497,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนชานเมือง
420,ชุมชนสุเหร่าบ้านเกาะ,1010,101002,2,13.82389785,100.7804101,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
421,ชุมชนคู้ล่างสร้างสรรค์,1010,101002,2,13.85262045,100.8076668,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
422,ชุมชนโซ๊ะมันร่วมพัฒนา,1010,101002,2,13.83709921,100.7784016,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
506,ชุมชนแผ่นดินทองวัดแสนเกษม,1003,100304,2,13.92035611,100.8928161,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง
447,ชุมชนสุขเจริญพัฒนา,1006,100601,5,13.8028242,100.6301645,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
450,ชุมชนวัดกลาง,1006,100601,5,13.76640293,100.6347944,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
451,ชุมชนหมู่บ้านสินธร,1006,100601,5,13.7675237,100.6456587,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
454,ชุมชนหมู่บ้านสวนสน,1006,100608,5,13.75871461,100.6518481,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง
452,ชุมชนหมู่บ้านกิตตินิเวศน์,1006,100608,5,13.76104975,100.6674829,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง
443,ชุมชนเยรูซาเล็ม,1006,100608,5,13.7457991,100.6065508,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง
264,ชุมชนริมคลองชักพระ,1019,101901,5,13.78070824,100.4660473,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนเมือง
458,ชุมชนหมู่บ้านเทพทวี,1006,100601,5,13.79157861,100.6344331,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
460,ชุมชนหมู่บ้านสุขใจวิลเลจ,1005,100502,5,13.85181751,100.6500061,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1970,ชุมชนหมู่บ้านแสงธรรม,1042,104202,5,13.9082295,100.6723994,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง
477,ชุมชนเคหะรามอินทรา,1005,100502,6,13.85731394,100.6309972,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
543,ชุมชนแผ่นดินทองนูรุสลาม,1003,100305,2,13.85171583,100.8187598,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
508,ชุมชนแผ่นดินทองดารุ้ลฮาซานัย,1003,100303,2,13.93065088,100.8396217,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง
69,ชุมชนประวิทย์สามัคคี,1009,100905,5,13.6833751,100.6342472,เขตพระโขนง,แขวงบางจาก,ชุมชนเมือง
483,ชุมชนวัดไตรรัตนาราม,1005,100502,5,13.85037449,100.6183769,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
484,ชุมชนหมู่บ้านเอี่ยมพานิช,1005,100502,5,13.86588771,100.6138957,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
473,ชุมชนบางบัว,1005,100502,5,13.86926022,100.5888933,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
474,ชุมชนหมู่บ้านรุ่งสว่างวิลเลจ,1005,100502,5,13.85460956,100.6190076,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
487,ชุมชนยิ่งศิริ,1005,100502,5,13.88328486,100.593652,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
475,ชุมชนซอยอุ่นจิตร,1005,100502,5,13.85913875,100.6270782,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
509,ชุมชนแผ่นดินทองสะฟีรุสซาลาม,1003,100303,2,13.92236851,100.8111501,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง
510,ชุมชนแผ่นดินทองวัดสามง่าม,1003,100306,2,13.88865911,100.8071503,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง
511,ชุมชนยายชุ่มอุทิศ,1003,100306,2,13.86183899,100.7978956,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,ชุมชนชานเมือง
513,ชุมชนแผ่นดินทองอัรเราะห์มาน,1003,100302,2,13.88123846,100.848288,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
514,ชุมชนแผ่นดินทองดารุสซุนนี,1003,100302,2,13.86649986,100.8479955,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
515,ชุมชนแผ่นดินทองอัลฮุดา,1003,100302,2,13.86293128,100.8609269,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
516,ชุมชนแผ่นดินทองนูรุดดีน,1003,100302,2,13.87059148,100.88034,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
809,ชุมชนพลอยไพลิน,1036,103604,5,13.92124288,100.5889702,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
879,ชุมชนหมู่บ้านเสริมมิตร,1027,102701,5,13.80521346,100.6540525,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
880,ชุมชนหมู่บ้านวังทองวิลล่า,1027,102701,5,13.78688106,100.6462289,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
957,ชุมชนซอยสวนหลวง,1035,103502,5,13.7058844,100.4635942,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
958,ชุมชนนางนอง 2 สันติสุข,1035,103502,5,13.70794654,100.4679802,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
959,ชุมชนจันกลิ่นพัฒนา,1035,103502,5,13.70695378,100.4753059,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
962,ชุมชนวัดมงคลวราราม,1035,103502,5,13.69525543,100.4785335,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
963,ชุมชนซอยเทียนทรัพย์,1035,103504,5,13.69585011,100.4743121,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
964,ชุมชนภาณุมาภรณ์พัฒนา,1035,103504,5,13.69376387,100.4770264,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
966,ชุมชนซอยปลั่งอนุสรณ์,1035,103504,5,13.68339856,100.4719603,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
968,ชุมชนวัดนางนอง,1035,103502,5,13.70387112,100.4662167,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
971,ชุมชนมัสยิดนูรุ้ลยากีน,1035,103504,5,13.68339116,100.4777567,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
972,ชุมชนวัดโพธิ์แก้ว,1035,103503,5,13.68287572,100.4868504,เขตจอมทอง,แขวงบางมด,ชุมชนเมือง
973,ชุมชนซอยสุดเขต,1035,103504,5,13.68635956,100.4832298,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
974,ชุมชนบางมดพัฒนา หมู่ 7,1035,103503,5,13.67364038,100.4681464,เขตจอมทอง,แขวงบางมด,ชุมชนเมือง
1106,ชุมชนหมู่บ้านพัฒนาศาลาลอย,1032,103201,5,13.70054676,100.665761,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1107,ชุมชนสุเหร่าคลองเคล็ด,1032,103202,5,13.68743925,100.6388604,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง
1108,ชุมชนเราะห์มาตุ้ลอิสลาม,1032,103202,5,13.69962453,100.6738343,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง
1109,ชุมชนหมู่บ้านร่มเย็น,1032,103202,5,13.69193001,100.6459081,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง
1111,ชุมชนเกาะเลิ้งสัมพันธ์,1032,103201,5,13.71068658,100.6511974,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1112,ชุมชนหลัง สน.ประเวศ,1032,103201,5,13.72152862,100.6747014,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1114,ชุมชนบ้านม้า,1032,103201,5,13.7348419,100.6721516,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1115,ชุมชนร่วมใจพัฒนา,1032,103202,5,13.68229667,100.6618333,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง
1116,ชุมชนเคหะนคร 3,1032,103202,5,13.67860695,100.6674923,เขตประเวศ,แขวงหนองบอน,ชุมชนเมือง
1118,ชุมชนเกาะกลาง,1032,103201,5,13.72023241,100.6618595,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
294,ชุมชนสุทธาราม,1015,101507,1,13.71361397,100.4921936,เขตธนบุรี,แขวงสำเหร่,ชุมชนแออัด
295,ชุมชนสนามแดง,1015,101504,1,13.71301236,100.4825093,เขตธนบุรี,แขวงบุคคโล,ชุมชนแออัด
1119,ชุมชนวิเศษสุข,1034,103401,5,13.74470964,100.636151,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
517,ชุมชนแผ่นดินทองฮาซานุดดีน,1003,100302,2,13.85605551,100.8983249,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
