OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน
682,ชุมชนชายทะเล-บางขุนเทียน,1021,102105,2,13.50984795,100.4248552,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
681,ชุมชนวัดประชาบำรุง,1021,102105,2,13.57004577,100.4403218,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
687,ชุมชนหลวงพ่อเต่า,1021,102105,2,13.54046168,100.4444953,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
678,ชุมชนศาลเจ้าแม่ทับทิม,1021,102105,2,13.65108024,100.4646329,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
692,ชุมชนคลองสาม,1021,102105,2,13.54688099,100.4317372,เขตบางขุนเทียน,แขวงท่าข้าม,ชุมชนชานเมือง
722,ชุมชนตึก 60 ปี,1024,102401,5,13.67166623,100.5138101,เขตราษฎร์บูรณะ,แขวงราษฎร์บูรณะ,ชุมชนเมือง
727,ชุมชนหมู่บ้านเจริญสุขใจ,1028,102801,5,13.70535769,100.5179735,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
729,ชุมชนวรรัตน์สัมพันธ์,1028,102801,5,13.70980979,100.5318613,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
733,ชุมชนเซ็นต์หลุยส์ 3,1028,102802,5,13.71778004,100.5307942,เขตสาทร,แขวงยานนาวา,ชุมชนเมือง
736,ชุมชนหมู่บ้านจันทรานิเวศน์,1028,102801,5,13.70949269,100.5348918,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
739,ชุมชนดอนกุศลร่วมใจ,1028,102801,5,13.71281443,100.5210355,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
740,ชุมชนท้ายซอยจันทร์ 31,1028,102801,5,13.70587459,100.5250496,เขตสาทร,แขวงทุ่งวัดดอน,ชุมชนเมือง
741,ชุมชนโรงน้ำแข็ง,1028,102802,5,13.71664914,100.5265708,เขตสาทร,แขวงยานนาวา,ชุมชนเมือง
742,ชุมชนดอนกุศลพัฒนา,1028,102802,5,13.71377177,100.5182309,เขตสาทร,แขวงยานนาวา,ชุมชนเมือง
743,ชุมชนศรีสุริโยทัย,1028,102802,5,13.71523124,100.516086,เขตสาทร,แขวงยานนาวา,ชุมชนเมือง
746,ชุมชนหลังโรงพยาบาลเจริญกรุงประชารักษ์,1031,103101,5,13.69225517,100.4949432,เขตบางคอแหลม,แขวงบางคอแหลม,ชุมชนเมือง
1138,ชุมชนโมราวรรณ 1,1034,103401,5,13.71419372,100.6457672,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1139,ชุมชนโมราวรรณ 2,1034,103401,5,13.71205197,100.6456968,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1140,ชุมชนดารุ้ลอามีน,1034,103401,5,13.71056451,100.643745,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1141,ชุมชนสะและน้อย,1034,103401,5,13.71110034,100.6406423,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1142,ชุมชนหลังวัดปากบ่อ,1034,103401,5,13.71448593,100.6303202,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1266,ชุมชนร่วมใจประเสริฐ,1047,104701,5,13.66237969,100.6006689,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1268,ชุมชนวัดผ่องพลอยอนุสรณ์ (ลิขิต 2),1047,104701,5,13.65564671,100.6324015,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1269,ชุมชนพึ่งทรัพย์,1047,104701,5,13.67487296,100.6213303,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1271,ชุมชนรุ่งสว่าง,1047,104701,5,13.66797846,100.5945042,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1272,ชุมชนหมู่บ้านศานติ,1047,104701,5,13.66443987,100.6354106,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1273,ชุมชนทองใบ,1047,104701,5,13.6606946,100.6207434,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1274,ชุมชนบ้านพักองค์การแบตเตอรี่,1047,104701,5,13.67992102,100.5899902,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1275,ชุมชนกุศลศิลป์,1047,104701,5,13.67882256,100.5977479,เขตบางนา,แขวงบางนา,ชุมชนเมือง
110,ชุมชนพิพากษา,1013,101302,5,13.7410638,100.5105097,เขตสัมพันธวงศ์,แขวงสัมพันธวงศ์,ชุมชนเมือง
333,ชุมชนวัดทองธรรมชาติ,1018,101802,1,13.73286958,100.5053346,เขตคลองสาน,แขวงคลองสาน,ชุมชนแออัด
335,ชุมชนหลังโรงเรียนกุลสิริเทคโนโลยี,1018,101802,1,13.73099994,100.5036028,เขตคลองสาน,แขวงคลองสาน,ชุมชนแออัด
259,ชุมชนจรัญ 31 รวมใจ,1020,102004,5,13.75383009,100.46514,เขตบางกอกน้อย,แขวงศิริราช,ชุมชนเมือง
768,ชุมชนเมืองอยู่ดี,1031,103103,5,13.70165642,100.5230624,เขตบางคอแหลม,แขวงบางโคล่,ชุมชนเมือง
782,ชุมชนสุขวัลย์นคร,1036,103602,5,13.90891744,100.5800492,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
781,ชุมชนไผ่เขียววิลล่า,1036,103604,5,13.91316699,100.5658462,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
2007,ชุมชนหมู่บ้านชื่นกมลนิเวศน์ 5,1043,104302,5,13.83109597,100.6680637,เขตคันนายาว,แขวงรามอินทรา,ชุมชนเมือง
783,ชุมชนโกสุมรวมใจ 2,1036,103604,5,13.91201692,100.577396,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
784,ชุมชนหลังวัดไผ่เขียว,1036,103604,5,13.9167203,100.5642877,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
785,ชุมชนศิริสุข,1036,103604,5,13.91931635,100.5766312,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
786,ชุมชนประชาอุทิศม่วงมณีร่วมใจ,1036,103604,5,13.91904325,100.5852908,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
790,ชุมชนนิเวศน์ชาวฟ้า,1036,103602,5,13.91786667,100.5896875,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
791,ชุมชนสุวรรณี,1036,103604,5,13.92026494,100.5961537,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
792,ชุมชนแม่ทองก้อน,1036,103604,5,13.92376569,100.5915971,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
795,ชุมชนศรีดอนเมือง,1036,103604,5,13.92287653,100.5976337,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
778,ชุมชนทัดชาวิลล่า,1036,103605,5,13.93455617,100.6206829,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
336,ชุมชนหลังโรงพยาบาลสมเด็จเจ้าพระยา,1018,101802,1,13.72962223,100.5042135,เขตคลองสาน,แขวงคลองสาน,ชุมชนแออัด
337,ชุมชนวัดทองนพคุณ,1018,101802,1,13.73234872,100.5077354,เขตคลองสาน,แขวงคลองสาน,ชุมชนแออัด
339,ชุมชนศาลเจ้าอาเหนียว,1018,101804,1,13.72222488,100.4943007,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
340,ชุมชนมัสยิดสุวรรณภูมิ,1018,101804,1,13.72531911,100.5101962,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
341,ชุมชนซอยวัดสุวรรณ,1018,101804,1,13.72371016,100.5101859,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
342,ชุมชนข้างโรงเรียนมิตรพลพณิชยการ,1018,101804,1,13.72772581,100.5068736,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
343,ชุมชนหน้าตลาดศิรินทร์,1018,101804,1,13.72580281,100.5079617,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
345,ชุมชนอู่ใหม่,1018,101803,1,13.71492064,100.5077535,เขตคลองสาน,แขวงบางลำภูล่าง,ชุมชนแออัด
811,ชุมชนบูรพา 19,1036,103604,5,13.92218912,100.5670729,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
796,ชุมชนแก้วงาม,1036,103604,5,13.92513247,100.5843699,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
797,ชุมชนสายอำพันธ์-เอมสาร,1036,103604,5,13.92597784,100.5794618,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
798,ชุมชนศรีกาญจน์,1036,103604,5,13.93008043,100.5740482,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
801,ชุมชนฝั่งโขงดอนเมือง,1036,103602,5,13.92549896,100.600215,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
799,ชุมชนวังไพรเวช,1036,103602,5,13.92949419,100.5863892,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
802,ชุมชนสหกรณ์เคหสถานครูไทย,1036,103602,5,13.92826036,100.6009003,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
803,ชุมชนปิ่นเจริญ 1,1036,103602,5,13.93227507,100.5979296,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
804,ชุมชนปิ่นเจริญ 2,1036,103602,5,13.93498509,100.5995585,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
807,ชุมชนโกสุมสามัคคี 1,1036,103604,5,13.90986654,100.5716536,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
810,ชุมชนหมู่บ้านสินวงศ์,1036,103602,5,13.92910376,100.5977228,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
814,ชุมชนดาวทอง,1036,103602,5,13.94672643,100.587164,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
822,ชุมชนอยู่เจริญ-บุญมา,1036,103602,5,13.94310982,100.5956165,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
823,ชุมชนสวนฝรั่ง,1036,103602,5,13.92610996,100.5924922,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
828,ชุมชนหมู่บ้านภาวนา,1030,103003,5,13.80373491,100.5863213,เขตจตุจักร,แขวงจันทรเกษม,ชุมชนเมือง
832,ชุมชนเสนานิคม 2,1030,103002,5,13.84012874,100.5873077,เขตจตุจักร,แขวงเสนานิคม,ชุมชนเมือง
834,ชุมชนประดิษฐ์โทรการ,1030,103001,5,13.85389038,100.5824611,เขตจตุจักร,แขวงลาดยาว,ชุมชนเมือง
805,ชุมชนพรหมสัมฤทธิ์,1036,103602,1,13.92809146,100.6045915,เขตดอนเมือง,แขวงสีกัน,ชุมชนแออัด
852,ชุมชนหมู่บ้านไพฑูรย์นิเวศน์,1030,103005,5,13.82815295,100.547562,เขตจตุจักร,แขวงจตุจักร,ชุมชนเมือง
856,ชุมชนหมู่บ้านเรือนทอง 3,1038,103801,5,13.80746835,100.604364,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
857,ชุมชนหมู่บ้านสังสิทธิ์,1038,103801,5,13.81355371,100.5998826,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
858,ชุมชนหมู่บ้านเรือนทอง 2,1038,103801,5,13.8150052,100.592123,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
860,ชุมชนหมู่บ้านโอษธีศ 2,1038,103801,5,13.82590772,100.618143,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
862,ชุมชนหมู่บ้านเลิศอุบล 4,1038,103801,5,13.81149277,100.6178215,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
863,ชุมชนหมู่บ้านเจริญสุข 4,1038,103802,5,13.83674943,100.6023907,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง
864,ชุมชนหมู่บ้านซอยอมรพันธ์ 9,1038,103801,5,13.83011515,100.6009577,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
865,ชุมชนหมู่บ้านสมิทธิโชติ,1038,103801,5,13.82888732,100.5924023,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
867,ชุมชนหมู่บ้านธันยกานต์มัยลาภ,1038,103802,5,13.84243957,100.6222905,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง
870,ชุมชนหมู่บ้านเอื้อประชา,1038,103801,5,13.80236506,100.5982432,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
871,ชุมชนหมู่บ้านเฟรนชิพ,1038,103801,5,13.83534,100.6201692,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
873,ชุมชนหมู่บ้านเสริมศิริ,1027,102701,5,13.84089857,100.6432966,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
853,ชุมชนพรรณี 1,1030,103005,1,13.82522019,100.5510669,เขตจตุจักร,แขวงจตุจักร,ชุมชนแออัด
850,ชุมชนเคหะสถานเจริญชัย,1030,103005,2,13.82550545,100.5474057,เขตจตุจักร,แขวงจตุจักร,ชุมชนชานเมือง
868,"ชุมชนหมู่บ้านพัฒนาหมู่ 1,5",1038,103801,2,13.82937911,100.6249102,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนชานเมือง
869,ชุมชนหมู่บ้านเนียมกล่ำสามัคคี,1038,103802,2,13.84288007,100.6226543,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนชานเมือง
899,ชุมชนหลังหมู่บ้านฉัตรแก้ว,1027,102701,2,13.7871465,100.6430309,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนชานเมือง
890,ชุมชนหมู่บ้านคลองจั่นวิล่า 2,1027,102701,5,13.79307563,100.6538652,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
891,ชุมชนหมู่บ้านปัฐวิกรณ์ 1,1027,102701,5,13.81097051,100.6568309,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
894,ชุมชนหมู่บ้านสุวรรณนิเวศน์,1027,102701,5,13.79513894,100.6588647,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
895,ชุมชนหมู่บ้านสามัคคี 53,1027,102701,5,13.80571249,100.641644,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
896,ชุมชนหมู่บ้านวังทองวิลเลจ 1,1027,102701,5,13.78439184,100.6642174,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
897,ชุมชนหมู่บ้านธนะสิน โครงการ 5-6,1027,102701,5,13.80674833,100.6516216,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
898,ชุมชนซอยจิตต์ภักดี,1027,102701,5,13.79945057,100.6440511,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
901,ชุมชนหมู่บ้านวรรณจิตร,1027,102701,5,13.8193731,100.6452544,เขตบึงกุ่ม,แขวงคลองกุ่ม,ชุมชนเมือง
904,ชุมชนหมู่บ้านอยู่เจริญพหลโยธิน 40,1030,103002,5,13.84345699,100.5800223,เขตจตุจักร,แขวงเสนานิคม,ชุมชนเมือง
961,ชุมชนริมคลองบางค้อ,1035,103502,5,13.69685748,100.4766759,เขตจอมทอง,แขวงบางค้อ,ชุมชนเมือง
391,ชุมชนเคหะชุมชนร่มเกล้า โซนหลังคาขาว,1011,101102,5,13.77198649,100.7303685,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนเมือง
79,ชุมชนมัสยิดบ้านตึกดิน,1001,100107,5,13.75811078,100.5003634,เขตพระนคร,แขวงบวรนิเวศ,ชุมชนเมือง
80,ชุมชนหลังวัดราชนัดดา,1001,100107,5,13.75441522,100.5045567,เขตพระนคร,แขวงบวรนิเวศ,ชุมชนเมือง
81,ชุมชนวัดเทพธิดาราม,1001,100104,5,13.75356633,100.5029422,เขตพระนคร,แขวงสำราญราษฎร์,ชุมชนเมือง
479,ชุมชนหมู่บ้านอยู่เจริญ,1005,100502,5,13.89225973,100.6103123,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1019,ชุมชนสุขสำราญ,1040,104004,5,13.69882061,100.3954292,เขตบางแค,แขวงหลักสอง,ชุมชนเมือง
1302,ชุมชนหมู่บ้านเฉลิมสุขนิเวศน์ 11,1043,104301,5,13.84611368,100.6620933,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง
1304,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 2,1043,104301,5,13.82892644,100.6627759,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง
1305,ชุมชนหมู่บ้านปัฐวิกรณ์ 1 ผัง ก,1043,104301,5,13.81385628,100.6644911,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง
1306,ชุมชนหมู่บ้านรังสิยา,1043,104301,5,13.80998104,100.6932278,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง
1407,ชุมชนเคหะชุมชนทุ่งสองห้อง 308,1041,104101,5,13.90263567,100.5772029,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1408,ชุมชนเคหะชุมชนทุ่งสองห้อง 311,1041,104101,5,13.9031556,100.5792698,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
347,ชุมชนซอยวนาวรรณ,1018,101804,1,13.72311114,100.5031734,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด
955,ชุมชนหมู่บ้านพัฒนา หมู่ 11,1035,103501,2,13.70035932,100.4577908,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนชานเมือง
933,ชุมชนเจ้าพระยาสยาม,1025,102501,5,13.78399198,100.498651,เขตบางพลัด,แขวงบางพลัด,ชุมชนเมือง
944,ชุมชนวัดสิงห์,1035,103501,5,13.68345413,100.4471937,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
945,ชุมชนซอยวาสนา,1035,103501,5,13.68769963,100.4523599,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
946,ชุมชนรวมมิตร,1035,103501,5,13.68674087,100.4524557,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
947,ชุมชนคุ้งข้าวหลาม,1035,103501,5,13.68701957,100.4527163,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
948,ชุมชนซอยบุญอยู่,1035,103501,5,13.68731543,100.4531341,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
950,ชุมชนอุดมสิน 2,1035,103504,5,13.69313351,100.4629236,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
951,ชุมชนคุณยายวัน,1035,103504,5,13.69447132,100.4629318,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
952,ชุมชนโรงพักเก่าบางขุนเทียน,1035,103501,5,13.69855404,100.4619401,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
953,ชุมชนวิสุทธิจิตร,1035,103501,5,13.70125257,100.4596084,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
954,ชุมชนซอยร่วมสุข,1035,103501,5,13.69890732,100.4572179,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
2008,ชุมชนอาคารสงเคราะห์ฯ ซอยประชาอุทิศ 90,1049,104902,6,13.60719728,100.5077989,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนอาคารสูง
348,ชุมชนวัดสุทธาราม,1018,101803,1,13.71199288,100.4941897,เขตคลองสาน,แขวงบางลำภูล่าง,ชุมชนแออัด
965,ชุมชนชาวสวนสัมพันธ์,1035,103504,2,13.68993279,100.4752275,เขตจอมทอง,แขวงจอมทอง,ชุมชนชานเมือง
970,ชุมชนบ้านสวน,1035,103504,2,13.68900937,100.4586823,เขตจอมทอง,แขวงจอมทอง,ชุมชนชานเมือง
976,ชุมชนสามง่ามพัฒนา,1035,103503,2,13.68471778,100.4690101,เขตจอมทอง,แขวงบางมด,ชุมชนชานเมือง
978,ชุมชนร่วมพัฒนาเอกชัย 31,1035,103501,5,13.68846141,100.4534832,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
979,ชุมชนวัดสีสุก,1035,103503,5,13.67904703,100.4649258,เขตจอมทอง,แขวงบางมด,ชุมชนเมือง
980,ชุมชนตลาดน้ำวัดไทร,1035,103501,5,13.6894677,100.4576035,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
981,ชุมชนสุขสันต์พัฒนาเอกชัย 26,1035,103501,5,13.6922773,100.4532848,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนเมือง
982,ชุมชนซอยชัยวัฒน์ 10,1035,103504,5,13.70100486,100.4709049,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
983,ชุมชนวุฒากาศ 46 (อพยพ 2),1035,103504,5,13.70082653,100.467446,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
984,ชุมชนวัดบางขุนเทียนนอก,1035,103504,5,13.69729471,100.4654733,เขตจอมทอง,แขวงจอมทอง,ชุมชนเมือง
986,ชุมชนบ้านขิง,1040,104004,5,13.68986052,100.3828304,เขตบางแค,แขวงหลักสอง,ชุมชนเมือง
997,ชุมชนเทพพิทักษ์,1040,104001,5,13.70750968,100.3789947,เขตบางแค,แขวงบางแค,ชุมชนเมือง
2009,ชุมชนซอยแจ้งวัฒนะ 4,1005,100502,5,13.88198313,100.592283,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1009,ชุมชนหมู่บ้านชมเดือน,1040,104002,5,13.72393232,100.3907785,เขตบางแค,แขวงบางแคเหนือ,ชุมชนเมือง
1010,ชุมชนหมู่บ้านพุทธมณฑล,1040,104002,5,13.7261172,100.3928718,เขตบางแค,แขวงบางแคเหนือ,ชุมชนเมือง
1014,ชุมชนศิริเกษม 1,1040,104003,5,13.74373359,100.3575949,เขตบางแค,แขวงบางไผ่,ชุมชนเมือง
1023,ชุมชนซอยผาสุก,1026,102601,5,13.77150642,100.5658046,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง
1409,ชุมชนเคหะชุมชนทุ่งสองห้อง 317,1041,104101,5,13.90094934,100.5793844,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1410,ชุมชนเคหะชุมชนทุ่งสองห้อง 320,1041,104101,5,13.90031212,100.5828685,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1277,ชุมชนหมู่บ้านจัดสรรยาสูบ,1047,104701,5,13.67342293,100.6232893,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1020,ชุมชนเคหะชุมชนดินแดง (แฟลต 1-20),1026,102601,6,13.75851618,100.5531047,เขตดินแดง,แขวงดินแดง,ชุมชนอาคารสูง
1021,ชุมชนเคหะชุมชนดินแดง (แฟลต 21-32),1026,102601,6,13.7667769,100.5504126,เขตดินแดง,แขวงดินแดง,ชุมชนอาคารสูง
977,ชุมชนเรือนไทยพัฒนา,1035,103504,2,13.69074071,100.4594049,เขตจอมทอง,แขวงจอมทอง,ชุมชนชานเมือง
995,ชุมชนวัดพรหมสุวรรณสามัคคี,1040,104003,2,13.72858733,100.3682157,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง
1011,ชุมชนทองพูนพัฒนา,1040,104003,2,13.74663951,100.3973209,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง
1015,ชุมชนข้างโรงพยาบาลราชพิพัฒน์,1040,104003,2,13.7323941,100.3712986,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง
1006,ชุมชนหมู่บ้านชัยมงคล,1040,104001,3,13.6887835,100.4087109,เขตบางแค,แขวงบางแค,ชุมชนหมู่บ้านจัดสรร
1013,ชุมชนนครลุง,1040,104003,2,13.73493197,100.3830572,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง
1024,ชุมชนซอยแสนสุข,1026,102601,5,13.77408296,100.5643236,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง
1025,ชุมชนซอยเพิ่มสิน-สมบูรณ์สุข,1026,102601,5,13.77707697,100.5625771,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง
1026,ชุมชนซอยกุนนที,1026,102601,5,13.78069454,100.5722101,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง
1034,ชุมชนหมู่บ้านอยู่เจริญ (อินทามระ 41),1026,102601,5,13.79244714,100.5691072,เขตดินแดง,แขวงดินแดง,ชุมชนเมือง
1035,ชุมชนหมู่บ้านพิบูลเวศม์,1039,103903,5,13.72108929,100.5935493,เขตวัฒนา,แขวงพระโขนงเหนือ,ชุมชนเมือง
1036,ชุมชนเกษมสำราญ,1039,103902,5,13.72895662,100.6014154,เขตวัฒนา,แขวงคลองตันเหนือ,ชุมชนเมือง
1051,ชุมชนเกาะกลาง,1033,103303,5,13.70959184,100.5963101,เขตคลองเตย,แขวงพระโขนง,ชุมชนเมือง
1052,ชุมชนปิยะวัชร,1033,103303,5,13.7102868,100.5936706,เขตคลองเตย,แขวงพระโขนง,ชุมชนเมือง
1411,ชุมชนเคหะชุมชนทุ่งสองห้อง 322,1041,104101,5,13.89932757,100.58276,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1412,ชุมชนเคหะชุมชนทุ่งสองห้อง 325,1041,104101,5,13.89788834,100.5858592,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1414,ชุมชนเคหะชุมชนทุ่งสองห้อง 316,1041,104101,5,13.90078795,100.5819742,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
334,ชุมชนชาวประชาท่าดินแดง,1018,101802,5,13.73063834,100.502121,เขตคลองสาน,แขวงคลองสาน,ชุมชนเมือง
367,ชุมชนหมู่บ้านลานบุญ,1011,101101,5,13.72515149,100.7209548,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
368,ชุมชนซอยธรรมนูญ,1011,101101,5,13.7204622,100.7116014,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
439,ชุมชนหมู่บ้านอัญชลี,1010,101001,5,13.8255131,100.7186835,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
440,ชุมชนฉัตรหลวง,1010,101002,5,13.83956133,100.7865877,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนเมือง
1447,ชุมชนหมู่บ้านมัณฑวรรณ,1042,104201,5,13.92218333,100.6474505,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
1448,ชุมชนหมู่บ้านเทพทิพย์นิเวศน์,1042,104201,5,13.91966274,100.6392248,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
414,ชุมชนนูรุ้ลพัฒนา,1010,101001,5,13.77401669,100.7398342,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
464,ชุมชนหมู่บ้านอยู่เย็นเป็นสุข,1005,100502,5,13.85027574,100.6386632,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
489,ชุมชนพหลโยธิน 48,1005,100502,5,13.88506927,100.605507,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
490,ชุมชนหมู่บ้านซอยน้ำใส,1005,100502,5,13.88473516,100.5957991,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
580,ชุมชนข้างวัดโตนด,1022,102207,5,13.73596158,100.4539882,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง
